,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Symbol,Quantity,Date,Cost/Share $,Total Cost $,Date,Price/Share $,Proceeds $,Gain $,Deferred Loss $,Term,Lot Selection
DDOG,700,--,--,89924.34,--,--,88966.94,-957.4,--,Short,--
    Sell,400,6/4/2025,121.36,48543.84,6/9/2025,118.89,47555.93,-987.91,0,Short,FIFO
    Sell,200,7/11/2025,137.94,27587,7/11/2025,138,27599.97,12.97,0,Short,FIFO
    Sell,100,7/11/2025,137.94,13793.5,7/11/2025,138.11,13811.04,17.54,0,Short,FIFO
DIS,1000,--,--,91486.99,--,--,114312.1201,22825.13,--,Mixed,--
    Sell,100,2/9/2024,108.12,10812.5,11/20/2024,113.43,11342.56,530.06,0,Short,Specific Lot
    Sell,50,7/19/2023,87.3,4364.81,11/22/2024,114.69,5734.59,1369.78,0,Long,FIFO
    Sell,100,7/19/2023,87.3,8729.62,11/22/2024,114.69,11468.66,2739.04,0,Long,FIFO
    Sell,100,7/19/2023,87.3,8729.62,11/22/2024,114.61,11460.8,2731.18,0,Long,FIFO
    Sell,100,7/19/2023,87.3,8729.57,11/22/2024,114.65,11464.56,2734.99,0,Long,FIFO
    Sell,50,7/19/2023,87.3,4364.79,11/22/2024,114.67,5733.34,1368.55,0,Long,FIFO
    Sell,50,7/18/2023,86.1,4304.86,11/22/2024,114.67,5733.34,1428.48,0,Long,FIFO
    Sell,100,7/18/2023,86.1,8609.72,11/22/2024,114.48,11447.66,2837.94,0,Long,FIFO
    Sell,100,8/1/2023,89.29,8929,11/21/2024,113.87,11387.31,2458.31,0,Long,Specific Lot
    Sell,100,2/9/2024,108.43,10843,11/20/2024,113.36,11335.52,492.52,0,Short,Specific Lot
    Sell,150,11/8/2023,87.13,13069.5,11/22/2024,114.69,17203.78005,4134.28,0,Long,FIFO
DJT,200,--,--,6298.74,--,--,5771.8,-526.94,--,Short,--
    Sell,200,11/18/2024,31.49,6298.74,11/21/2024,28.86,5771.8,-526.94,0,Short,FIFO
DKNG,1300,--,--,51775.94,--,--,55578.4499,3802.51,--,Short,--
    Sell,500,6/18/2025,38.56,19277.5,6/25/2025,43.02,21511.17,2233.67,0,Short,FIFO
    Options Assignment,500,6/18/2025,38.56,19277.5,7/11/2025,41.67,20837.33,1559.83,0,Short,FIFO
    Sell,300,7/10/2025,44.07,13220.94,7/11/2025,44.1,13229.9499,9.01,0,Short,Specific Lot
DOCN,600,--,--,27052.08,--,--,27167.1402,115.06,--,Short,--
    Sell,600,2/7/2025,45.09,27052.08,2/12/2025,45.28,27167.1402,115.06,0,Short,FIFO
DOCS,1800,--,--,115209.47,--,--,116863.15,1653.68,--,Short,--
    Sell,100,11/25/2024,48.93,4893.24,12/9/2024,54.82,5481.83,588.59,0,Short,FIFO
    Sell,200,11/25/2024,49.36,9872.46,12/9/2024,54.82,10963.66,1091.2,0,Short,FIFO
    Sell,200,11/25/2024,49.37,9874.42,12/9/2024,54.82,10963.66,1089.24,0,Short,FIFO
    Sell,200,11/25/2024,49.26,9852.4,12/9/2024,54.82,10963.67,1111.27,0,Short,FIFO
    Sell,100,11/25/2024,49.17,4916.85,12/9/2024,54.82,5481.83,564.98,0,Short,FIFO
    Sell,1000,2/12/2025,75.8,75800.1,2/13/2025,73.01,73008.5,-2791.6,0,Short,FIFO
DOCU,1400,--,--,91310.32,--,--,92131.74001,821.42,--,Short,--
    Sell,200,6/8/2023,61.72,12343.98,4/26/2024,57.47,11493.88,-850.1,0,Short,FIFO
    Sell,7,2/13/2025,88.83,621.81,2/14/2025,86.63,606.379998,-15.43,0,Short,FIFO
    Sell,93,2/13/2025,88.83,8261.19,2/14/2025,86.64,8057.270016,-203.92,0,Short,FIFO
    Sell,100,2/2/2024,57.62,5762,4/26/2024,57.47,5746.94,-15.06,0,Short,FIFO
    Sell,100,12/7/2023,48.19,4818.99,4/26/2024,57.47,5746.93,927.94,0,Short,FIFO
    Sell,100,12/7/2023,48.5,4850,4/26/2024,57.47,5746.94,896.94,0,Short,FIFO
    Sell,100,12/7/2023,48.66,4866.37,4/26/2024,57.47,5746.94,880.57,0,Short,FIFO
    Sell,200,7/13/2023,53.94,10787,4/26/2024,57.47,11493.87,706.87,0,Short,FIFO
    Sell,200,6/8/2023,61.75,12349.98,4/26/2024,57.47,11493.87,-856.11,0,Short,FIFO
    Sell,300,2/13/2025,88.83,26649,2/14/2025,86.66,25998.72,-650.28,0,Short,FIFO
EDIT,500,--,--,5457.75,--,--,5441.86,-15.89,--,Short,--
    Sell,400,12/22/2023,10.92,4366.2,2/28/2024,10.8,4319.89,-46.31,0,Short,FIFO
    Sell,100,12/22/2023,10.92,1091.55,2/28/2024,11.22,1121.97,30.42,0,Short,FIFO
ENVX,1000,--,--,15076.4,--,--,14559.83,-516.57,--,Short,--
    Sell,1000,7/28/2025,15.08,15076.4,7/29/2025,14.56,14559.83,-516.57,0,Short,FIFO
ESTC,400,--,--,44992,--,--,43806.71,-1185.29,--,Short,--
    Sell,400,12/2/2024,112.48,44992,12/9/2024,109.52,43806.71,-1185.29,0,Short,FIFO
ETH,1000,--,--,24689.81,--,--,31108.43003,6418.62,--,Short,--
    Sell,100,7/8/2025,24.69,2468.9,7/14/2025,28.51,2850.51,381.61,0,Short,FIFO
    Sell,150,7/8/2025,24.69,3703.49,7/23/2025,33.87,5080.63005,1377.14,0,Short,FIFO
    Sell,50,7/8/2025,24.69,1234.49,7/23/2025,33.88,1693.99,459.5,0,Short,FIFO
    Sell,30,7/8/2025,24.69,740.7,7/14/2025,28.36,850.8,110.1,0,Short,FIFO
    Sell,170,7/8/2025,24.69,4197.28,7/14/2025,28.36,4821.34008,624.06,0,Short,FIFO
    Sell,200,7/8/2025,24.69,4937.98,7/14/2025,28.51,5701.03,763.05,0,Short,FIFO
    Sell,300,7/8/2025,24.69,7406.97,7/23/2025,33.7,10110.1299,2703.16,0,Short,FIFO
ETHE,1000,--,--,20840,--,--,21660.53,820.53,--,Short,--
    Sell,1000,6/30/2025,20.84,20840,7/8/2025,21.66,21660.53,820.53,0,Short,FIFO
EVGO,4000,--,--,14707.7,--,--,14846.519,138.82,--,Short,--
    Sell,500,5/6/2025,3.68,1839.95,5/7/2025,3.69,1844.87,4.92,0,Short,FIFO
    Sell,1500,5/6/2025,3.68,5514.75,5/7/2025,3.69,5534.589,19.84,0,Short,FIFO
    Sell,2000,5/6/2025,3.68,7353,5/7/2025,3.73,7467.06,114.06,0,Short,FIFO
FARM,2000,--,--,4699.8,--,--,4298.5292,-401.27,--,Short,--
    Sell,100,2/7/2025,2.35,234.99,2/7/2025,2.14,213.97,-21.02,0,Short,FIFO
    Sell,1900,2/7/2025,2.35,4464.81,2/7/2025,2.15,4084.5592,-380.25,0,Short,FIFO
FGEN,5000,--,--,4463.5,--,--,4151.068848,-312.43,--,Short,--
    Sell,800,2/20/2025,0.89,714.16,2/20/2025,0.83,665.4896,-48.67,0,Short,FIFO
    Sell,1772,2/20/2025,0.89,1581.86,2/20/2025,0.83,1470.419776,-111.44,0,Short,FIFO
    Sell,400,2/20/2025,0.89,357.08,2/20/2025,0.83,331.92,-25.16,0,Short,FIFO
    Sell,428,2/20/2025,0.89,382.08,2/20/2025,0.83,355.549872,-26.53,0,Short,FIFO
    Sell,1600,2/20/2025,0.89,1428.32,2/20/2025,0.83,1327.6896,-100.63,0,Short,FIFO
FRSH,2000,--,--,32978.6,--,--,33001.02107,22.42,--,Short,--
    Sell,1610,11/11/2024,16.49,26547.77,11/13/2024,16.5,26564.31092,16.54,0,Short,FIFO
    Sell,390,11/11/2024,16.49,6430.83,11/13/2024,16.5,6436.71015,5.88,0,Short,FIFO
FSLY,1000,--,--,9540,--,--,9770.25,230.25,--,Short,--
    Sell,1000,1/3/2025,9.54,9540,1/7/2025,9.77,9770.25,230.25,0,Short,FIFO
GOGO,3000,--,--,48261.9,--,--,47193.4995,-1068.4,--,Short,--
    Sell,1000,7/17/2025,16.09,16087.3,7/21/2025,15.98,15979.83,-107.47,0,Short,FIFO
    Sell,500,7/17/2025,16.09,8043.65,7/21/2025,15.99,7993.92,-49.73,0,Short,FIFO
    Sell,1500,7/17/2025,16.09,24130.95,7/22/2025,15.48,23219.7495,-911.2,0,Short,FIFO
GOOGL Jul 26 '24 $185 Call w,10,--,--,90.11,--,--,4844.72,4754.61,--,Short,--
    Buy To Close,10,7/24/2024,0.09,90.11,7/23/2024,4.84,4844.72,4754.61,0,Short,FIFO
GOOGL Jan 17 '25 $195 Call,4,--,--,822.08,--,--,577.89,-244.19,--,Short,--
    Buy To Close,4,1/15/2025,2.06,822.08,1/15/2025,1.44,577.89,-244.19,0,Short,FIFO
GOOGL Feb 07 '25 $210 Call w,3,--,--,6.05,--,--,1396.400001,1390.35,--,Short,--
    Buy To Close,3,2/5/2025,0.02,6.05,2/4/2025,4.65,1396.400001,1390.35,0,Short,FIFO
GOOGL Mar 14 '25 $175 Call w,6,--,--,0,--,--,1796.830002,1796.83,--,Short,--
    Options Expiration,6,3/14/2025,0,0,3/7/2025,2.99,1796.830002,1796.83,0,Short,FIFO
GOOGL Jul 18 '25 $180 Call,5,--,--,1187.58,--,--,1087.41,-100.17,--,Short,--
    Buy To Close,5,7/11/2025,2.38,1187.58,7/9/2025,2.17,1087.41,-100.17,0,Short,FIFO
GOOGL Jul 18 '25 $182.50 Call,5,--,--,942.58,--,--,952.409999,9.83,--,Short,--
    Buy To Close,1,7/15/2025,1.89,188.52,7/15/2025,1.9,190.48,1.96,0,Short,FIFO
    Buy To Close,3,7/15/2025,1.89,565.54,7/15/2025,1.9,571.449999,5.91,0,Short,FIFO
    Buy To Close,1,7/15/2025,1.89,188.52,7/15/2025,1.9,190.48,1.96,0,Short,FIFO
GOOGL,2200,--,--,329336.08,--,--,408141.64,78805.56,--,Mixed,--
    Sell,100,11/5/2024,169.85,16985,12/2/2024,170.5,17049.5,64.5,0,Short,Specific Lot
    Sell,100,7/5/2023,122.1,12209.83,1/27/2025,194.42,19441.93,7232.1,0,Long,FIFO
    Sell,100,7/13/2023,123.05,12305,1/28/2025,194.66,19466.43,7161.43,0,Long,FIFO
    Sell,100,7/19/2023,122.7,12270,2/4/2025,192.25,19224.53,6954.53,0,Long,FIFO
    Sell,100,12/4/2023,128.13,12813,2/4/2025,192.25,19224.53,6411.53,0,Long,FIFO
    Sell,100,2/28/2024,136.59,13658.66,2/4/2025,192.25,19224.52,5565.86,0,Short,FIFO
    Sell,100,9/11/2024,150.77,15077,2/4/2025,192.25,19224.53,4147.53,0,Short,FIFO
    Sell,100,9/11/2024,150.77,15077,7/16/2025,182.34,18234.48,3157.48,0,Short,FIFO
    Sell,200,9/11/2024,151.28,30256.76,7/16/2025,182.34,36468.97,6212.21,0,Short,FIFO
    Sell,100,7/5/2023,122.1,12209.83,1/27/2025,194.95,19495.02,7285.19,0,Long,FIFO
    Options Assignment,200,6/30/2023,119.92,23983,1/17/2025,196.31,39261.82,15278.82,0,Long,FIFO
    Sell,100,11/5/2024,169.85,16985,12/2/2024,170.96,17096.5,111.5,0,Short,Specific Lot
    Sell,1,11/5/2024,169.85,169.85,12/2/2024,171.11,171.11,1.26,0,Short,Specific Lot
    Sell,66,11/5/2024,169.85,11210.1,12/2/2024,171.1,11292.93,82.83,0,Short,Specific Lot
    Sell,33,11/5/2024,169.85,5605.05,12/2/2024,171.09,5646.129984,41.08,0,Short,Specific Lot
    Sell,100,11/5/2024,169.85,16985,12/2/2024,170.91,17091,106,0,Short,Specific Lot
    Sell,100,4/29/2024,167,16699.87,12/9/2024,174.5,17450.49,750.62,0,Short,Specific Lot
    Sell,100,4/29/2024,165.99,16598.63,12/9/2024,174.64,17463.99,865.36,0,Short,Specific Lot
    Sell,200,8/5/2024,155.58,31115.7,1/15/2025,195.72,39144.26,8028.56,0,Short,Specific Lot
    Sell,200,2/13/2025,185.61,37121.8,7/16/2025,182.34,36468.97,-652.83,0,Short,FIFO
GRAB,16000,--,--,75555.7,--,--,75672.05,116.35,--,Short,--
    Sell,1000,3/26/2024,3.17,3169.4,4/16/2024,3.25,3254.8,85.4,0,Short,FIFO
    Sell,4000,6/10/2025,4.77,19073.2,6/17/2025,4.78,19139.34,66.14,0,Short,FIFO
    Sell,1000,2/10/2025,4.78,4775,2/14/2025,4.97,4969.69,194.69,0,Short,FIFO
    Sell,1000,2/5/2025,4.81,4810,2/14/2025,4.97,4969.7,159.7,0,Short,FIFO
    Sell,2000,2/4/2025,5.11,10219.8,2/14/2025,4.97,9939.39,-280.41,0,Short,FIFO
    Sell,6000,1/3/2025,4.79,28740,1/7/2025,4.77,28624.8,-115.2,0,Short,FIFO
    Sell,1000,6/10/2025,4.77,4768.3,6/27/2025,4.77,4774.33,6.03,0,Short,FIFO
GSAT,2000,--,--,49479.2,--,--,51925.56022,2446.36,--,Short,--
    Sell,500,7/3/2025,24.74,12369.8,7/3/2025,24.72,12359.97,-9.83,0,Short,FIFO
    Sell,500,7/3/2025,24.74,12369.8,7/9/2025,27.33,13665.22,1295.42,0,Short,FIFO
    Sell,361,7/3/2025,24.74,8931,7/21/2025,25.9,9350.38013,419.38,0,Short,FIFO
    Sell,639,7/3/2025,24.74,15808.6,7/21/2025,25.9,16549.99009,741.39,0,Short,FIFO
GTLB Dec 13 '24 $70 Call w,10,--,--,1195.12,--,--,1594.8,399.68,--,Short,--
    Buy To Close,10,12/9/2024,1.2,1195.12,12/6/2024,1.59,1594.8,399.68,0,Short,FIFO
GTLB,3100,--,--,179087.11,--,--,196427.15,17340.04,--,Short,--
    Sell,500,9/18/2024,51.6,25800,12/9/2024,69,34498.96,8698.96,0,Short,FIFO
    Sell,500,12/17/2024,59.81,29903.65,12/17/2024,59.75,29874.48,-29.17,0,Short,FIFO
    Sell,500,12/17/2024,59.81,29903.65,12/17/2024,59.96,29979.08,75.43,0,Short,FIFO
    Sell,100,12/27/2024,58.05,5805,1/3/2025,58.05,5804.82,-0.18,0,Short,FIFO
    Sell,100,12/27/2024,57.3,5729.53,1/3/2025,58.05,5804.82,75.29,0,Short,FIFO
    Sell,400,12/12/2024,62.51,25004,12/12/2024,62.8,25118.99,114.99,0,Short,FIFO
    Sell,100,12/10/2024,61.94,6194.1,12/12/2024,62.6,6259.81,65.71,0,Short,FIFO
    Sell,100,12/10/2024,63.44,6344,12/12/2024,62.6,6259.81,-84.19,0,Short,FIFO
    Sell,200,9/19/2024,52.53,10506.66,12/9/2024,69,13799.58,3292.92,0,Short,FIFO
    Sell,100,9/25/2024,52.21,5220.98,12/9/2024,69,6899.8,1678.82,0,Short,FIFO
    Sell,200,10/9/2024,51.84,10368.54,12/9/2024,69,13799.58,3431.04,0,Short,FIFO
    Sell,200,12/12/2024,62.51,12502,12/12/2024,62.6,12519.61,17.61,0,Short,FIFO
    Sell,100,12/27/2024,58.05,5805,1/3/2025,58.08,5807.81,2.81,0,Short,FIFO
HIMS,300,--,--,5105.04,--,--,5127.2799,22.24,--,Short,--
    Sell,300,9/24/2024,17.02,5105.04,9/25/2024,17.09,5127.2799,22.24,0,Short,FIFO
HIMX,1000,--,--,8499.8,--,--,8499.03,-0.77,--,Short,--
    Sell,1000,5/13/2025,8.5,8499.8,6/4/2025,8.5,8499.03,-0.77,0,Short,FIFO
HPE,1000,--,--,19676.55,--,--,19744.28,67.73,--,Short,--
    Sell,500,6/5/2024,19.67,9833.65,6/7/2024,19.74,9872.14,38.49,0,Short,FIFO
    Sell,500,6/6/2024,19.69,9842.9,6/7/2024,19.74,9872.14,29.24,0,Short,FIFO
IBM,400,--,--,100844,--,--,104022.63,3178.63,--,Short,--
    Sell,400,2/11/2025,252.11,100844,2/18/2025,260.06,104022.63,3178.63,0,Short,FIFO
INTC Feb 07 '25 $20 Call w,5,--,--,0,--,--,202.4,202.4,--,Short,--
    Options Expiration,5,2/7/2025,0,0,2/3/2025,0.4,202.4,202.4,0,Short,FIFO
INTC Jun 13 '25 $20 Put w,10,--,--,0,--,--,464.81,464.81,--,Short,--
    Options Expiration,10,6/13/2025,0,0,6/4/2025,0.46,464.81,464.81,0,Short,FIFO
INTC,26200,--,--,597323.89,--,--,614046.786,16722.9,--,Short,--
    Sell,500,6/7/2024,30.73,15365,6/11/2024,30.62,15310.24,-54.76,0,Short,FIFO
    Sell,100,6/11/2025,21.08,2107.88,6/27/2025,22.68,2268.12,160.24,0,Short,FIFO
    Sell,3000,6/27/2025,22.84,68516.7,6/27/2025,22.86,68594.499,77.8,0,Short,Specific Lot
    Sell,1900,6/11/2025,21.08,40049.72,6/25/2025,22.41,42580.5903,2530.87,0,Short,FIFO
    Sell,1000,6/9/2025,20.64,20638.9,6/25/2025,22.41,22410.83,1771.93,0,Short,FIFO
    Sell,1000,6/9/2025,20.64,20638.9,6/25/2025,22.51,22514.83,1875.93,0,Short,FIFO
    Sell,2900,6/25/2025,22.52,65304.23,6/27/2025,22.68,65775.5786,471.35,0,Short,FIFO
    Sell,2900,6/30/2025,22.38,64901.71,6/30/2025,22.43,65046.8086,145.1,0,Short,FIFO
    Sell,900,7/1/2025,22.45,20201.76,7/1/2025,22.9,20613.8997,412.14,0,Short,FIFO
    Sell,1000,7/1/2025,22.45,22446.4,7/1/2025,22.46,22461.13,14.73,0,Short,FIFO
    Sell,1000,6/30/2025,22.41,22409.9,7/1/2025,22.46,22461.14,51.24,0,Short,FIFO
    Sell,900,6/30/2025,22.41,20168.91,7/1/2025,22.44,20197.3797,28.47,0,Short,FIFO
    Sell,100,6/30/2025,22.38,2237.99,7/1/2025,22.44,2244.15,6.16,0,Short,FIFO
    Sell,2000,6/9/2025,20.58,41158.8,6/25/2025,22.51,45029.67,3870.87,0,Short,FIFO
    Sell,1000,6/3/2025,19.94,19939.9,6/4/2025,20.07,20070.03,130.13,0,Short,FIFO
    Sell,100,7/10/2024,34.88,3488.3,7/11/2024,34.3,3429.89,-58.41,0,Short,FIFO
    Sell,200,7/10/2024,34.72,6943,7/11/2024,34.3,6859.77,-83.23,0,Short,FIFO
    Sell,300,7/9/2024,34.04,10210.5,7/11/2024,34.3,10289.67,79.17,0,Short,FIFO
    Sell,300,7/5/2024,32.18,9653.4,7/11/2024,34.3,10289.6601,636.26,0,Short,FIFO
    Sell,500,6/7/2024,30.74,15367.5,6/11/2024,30.75,15376.09,8.59,0,Short,FIFO
    Sell,500,7/16/2024,34.34,17172.5,7/17/2024,35.86,17931.92,759.42,0,Short,FIFO
    Sell,500,7/23/2024,33.11,16554.95,7/24/2024,32.53,16264.46,-290.49,0,Short,FIFO
    Sell,1000,6/3/2025,19.89,19889.9,6/4/2025,20.14,20144.83,254.93,0,Short,FIFO
    Sell,1000,2/10/2025,20.02,20015,2/11/2025,21.69,21689.22,1674.22,0,Short,FIFO
    Sell,500,2/5/2025,19.46,9727.5,2/11/2025,21.77,10884.61,1157.11,0,Short,FIFO
    Sell,500,1/31/2025,19.96,9982.5,2/11/2025,21.77,10884.61,902.11,0,Short,FIFO
    Sell,500,1/29/2025,19.98,9987.5,1/30/2025,20.28,10139.68,152.18,0,Short,FIFO
    Sell,100,7/1/2025,22.45,2244.64,7/8/2025,22.83,2283.48,38.84,0,Short,FIFO
INVZ,4000,--,--,7837.6,--,--,6819.34,-1018.26,--,Short,--
    Sell,4000,7/24/2025,1.96,7837.6,7/29/2025,1.7,6819.34,-1018.26,0,Short,FIFO
IRBT,2000,--,--,17330.8,--,--,18960.94,1630.14,--,Short,--
    Sell,2000,2/10/2025,8.67,17330.8,2/11/2025,9.48,18960.94,1630.14,0,Short,FIFO
IWM,200,--,--,41211.25,--,--,41223.66,12.41,--,Short,--
    Sell,100,3/1/2024,206.19,20619.25,3/22/2024,206.12,20611.83,-7.42,0,Short,FIFO
    Sell,100,3/1/2024,205.92,20592,3/22/2024,206.12,20611.83,19.83,0,Short,FIFO
JOBY,3000,--,--,20631,--,--,21232.6496,601.65,--,Short,--
    Sell,200,10/2/2024,5.64,1127.6,10/4/2024,5.98,1196.93,69.33,0,Short,FIFO
    Sell,800,10/2/2024,5.64,4510.4,10/4/2024,5.98,4783.7296,273.33,0,Short,FIFO
    Sell,1000,10/3/2024,5.62,5615,10/4/2024,5.95,5951.66,336.66,0,Short,FIFO
    Sell,1000,6/9/2025,9.38,9378,6/10/2025,9.3,9300.33,-77.67,0,Short,FIFO
KWEB,3300,--,--,103668.92,--,--,103098.3304,-570.59,--,Short,--
    Sell,500,4/28/2023,28.1,14047.5,4/26/2024,28.67,14337.3,289.8,0,Short,FIFO
    Sell,1000,1/28/2025,31.1,31105,1/29/2025,31.22,31218.96,113.96,0,Short,FIFO
    Sell,500,7/25/2023,30,15002.5,4/26/2024,28.67,14337.3,-665.2,0,Short,FIFO
    Sell,500,7/25/2023,30.02,15010,4/26/2024,28.67,14337.3,-672.7,0,Short,FIFO
    Sell,800,7/15/2025,35.63,28503.92,7/21/2025,36.08,28867.4704,363.55,0,Short,FIFO
LASR,1000,--,--,20275,--,--,20298.32968,23.33,--,Short,--
    Sell,75,7/29/2025,20.28,1520.63,7/30/2025,20.31,1523.240025,2.61,0,Short,FIFO
    Sell,725,7/29/2025,20.27,14699.37,7/30/2025,20.29,14710.12965,10.76,0,Short,FIFO
    Sell,100,7/29/2025,20.28,2027.5,7/30/2025,20.33,2032.98,5.48,0,Short,FIFO
    Sell,100,7/29/2025,20.28,2027.5,7/30/2025,20.32,2031.98,4.48,0,Short,FIFO
LAZR,1500,--,--,6345,--,--,2189.8305,-4155.17,--,Short,--
    Sell,1500,10/17/2023,4.23,6345,8/2/2024,1.46,2189.8305,-4155.17,0,Short,FIFO
LBRT,400,--,--,5269.86,--,--,5195.89,-73.97,--,Short,--
    Sell,200,7/23/2025,12.82,2563.88,7/25/2025,12.99,2597.95,34.07,0,Short,FIFO
    Sell,200,7/23/2025,13.53,2705.98,7/25/2025,12.99,2597.94,-108.04,0,Short,FIFO
LITE,200,--,--,10330.84,--,--,11585.64,1254.8,--,Short,--
    Sell,200,4/22/2025,51.65,10330.84,4/23/2025,57.93,11585.64,1254.8,0,Short,FIFO
LSCC,1400,--,--,72455.02,--,--,73318.52,863.5,--,Short,--
    Sell,500,7/2/2025,51.61,25804,7/9/2025,52.77,26385.67,581.67,0,Short,FIFO
    Sell,500,7/2/2025,51.61,25804,7/9/2025,52.65,26324.92,520.92,0,Short,FIFO
    Sell,200,7/17/2025,52.05,10410.62,7/18/2025,51.52,10303.97,-106.65,0,Short,FIFO
    Sell,200,7/17/2025,52.18,10436.4,7/18/2025,51.52,10303.96,-132.44,0,Short,FIFO
LUMN,3000,--,--,18498.6,--,--,16559.03,-1939.57,--,Short,--
    Sell,1000,12/20/2024,6.14,6135,12/27/2024,5.52,5519.68,-615.32,0,Short,FIFO
    Sell,1000,12/20/2024,6.16,6165,12/27/2024,5.52,5519.67,-645.33,0,Short,FIFO
    Sell,1000,12/20/2024,6.2,6198.6,12/27/2024,5.52,5519.68,-678.92,0,Short,FIFO
LVS,500,--,--,20682,--,--,20932.33,250.33,--,Short,--
    Sell,500,9/18/2024,41.36,20682,9/20/2024,41.86,20932.33,250.33,0,Short,FIFO
LX,1000,--,--,12286.17,--,--,1834.80978,-10451.36,--,Long,--
    Sell,320,6/15/2021,12.28,3929.6,3/4/2024,1.83,587.13984,-3342.46,0,Long,FIFO
    Sell,300,6/15/2021,12.29,3686.97,3/4/2024,1.83,550.44,-3136.53,0,Long,FIFO
    Sell,180,6/15/2021,12.29,2212.2,3/4/2024,1.83,330.26994,-1881.93,0,Long,FIFO
    Sell,200,6/15/2021,12.29,2457.4,3/4/2024,1.83,366.96,-2090.44,0,Long,FIFO
LYFT,3500,--,--,58181.89,--,--,57927.81003,-254.08,--,Short,--
    Sell,485,7/16/2024,13.41,6506.27,7/17/2024,13.2,6401.74004,-104.53,0,Short,FIFO
    Sell,1600,11/14/2024,17.9,28648,11/14/2024,17.93,28688.5296,40.53,0,Short,FIFO
    Sell,20,11/14/2024,17.91,358.18,11/14/2024,17.93,358.61,0.43,0,Short,FIFO
    Sell,500,7/16/2024,13.42,6707.5,7/17/2024,13,6502.23,-205.27,0,Short,FIFO
    Sell,15,7/16/2024,13.42,201.23,7/17/2024,13.2,198.00999,-3.22,0,Short,FIFO
    Sell,880,11/14/2024,17.91,15760.71,11/14/2024,17.93,15778.6904,17.98,0,Short,FIFO
MDB,700,--,--,151193.97,--,--,145998.95,-5195.02,--,Short,--
    Sell,54,6/12/2025,215.18,11619.45,6/13/2025,207.43,11201.10001,-418.35,0,Short,FIFO
    Sell,46,6/12/2025,215.18,9898.05,6/13/2025,208.18,9576.36004,-321.69,0,Short,FIFO
    Sell,100,6/12/2025,215.18,21517.5,6/13/2025,207.94,20793.98,-723.52,0,Short,FIFO
    Sell,100,6/12/2025,215.18,21517.5,6/13/2025,207.92,20791.58,-725.92,0,Short,FIFO
    Sell,100,6/12/2025,215.18,21517.5,6/13/2025,207.92,20791.98,-725.52,0,Short,FIFO
    Sell,300,7/9/2025,217.08,65123.97,7/10/2025,209.48,62843.9499,-2280.02,0,Short,FIFO
ME,5000,--,--,18080.75,--,--,1938.61,-16142.14,--,Mixed,--
    Sell,1500,12/22/2021,6.96,10447.5,8/2/2024,0.39,581.58,-9865.92,0,Long,FIFO
    Sell,1000,1/14/2022,5.15,5148.5,8/2/2024,0.39,387.73,-4760.77,0,Long,FIFO
    Sell,2500,12/4/2023,0.99,2484.75,8/2/2024,0.39,969.3,-1515.45,0,Short,FIFO
MEI,2000,--,--,24761.43,--,--,24562.97027,-198.46,--,Short,--
    Sell,101,1/3/2025,12.24,1236.23,1/6/2025,12.39,1251.350004,15.12,0,Short,FIFO
    Sell,34,1/3/2025,12.5,425,1/15/2025,12.17,413.90002,-11.1,0,Short,FIFO
    Sell,145,1/3/2025,12.49,1811.05,1/15/2025,12.17,1765.139955,-45.91,0,Short,FIFO
    Sell,3,1/3/2025,12.49,37.46,1/15/2025,12.17,36.519999,-0.94,0,Short,FIFO
    Sell,899,1/3/2025,12.27,11030.37,1/6/2025,12.39,11138.22972,107.86,0,Short,FIFO
    Sell,818,1/3/2025,12.5,10221.32,1/15/2025,12.17,9957.830566,-263.49,0,Short,FIFO
MGM,1000,--,--,38334.95,--,--,33649.99,-4684.96,--,Short,--
    Sell,500,2/19/2025,38.42,19209.95,3/3/2025,33.65,16825,-2384.95,0,Short,FIFO
    Sell,500,2/20/2025,38.25,19125,3/3/2025,33.65,16824.99,-2300.01,0,Short,FIFO
MOS,1000,--,--,37678.49,--,--,37741.32937,62.84,--,Short,--
    Sell,995,7/2/2025,37.68,37490.11,7/8/2025,37.74,37552.61937,62.51,0,Short,FIFO
    Sell,5,7/2/2025,37.68,188.38,7/8/2025,37.74,188.71,0.33,0,Short,FIFO
MRVL Sep 27 '24 $73 Put w,4,--,--,154.05,--,--,639.92,485.87,--,Short,--
    Buy To Close,2,9/26/2024,0.39,77.03,9/20/2024,1.7,340.96,263.93,0,Short,FIFO
    Buy To Close,2,9/26/2024,0.39,77.02,9/20/2024,1.49,298.96,221.94,0,Short,FIFO
MRVL Jan 10 '25 $117 Call w,9,--,--,0,--,--,2740.21,2740.21,--,Short,--
    Options Expiration,5,1/10/2025,0,0,1/3/2025,3.04,1522.34,1522.34,0,Short,FIFO
    Options Expiration,4,1/10/2025,0,0,1/3/2025,3.04,1217.87,1217.87,0,Short,FIFO
MRVL Mar 14 '25 $74 Call w,2,--,--,0,--,--,798.93,798.93,--,Short,--
    Options Expiration,2,3/14/2025,0,0,3/6/2025,3.99,798.93,798.93,0,Short,FIFO
MRVL Jun 13 '25 $67 Put w,10,--,--,625.16,--,--,1184.81,559.65,--,Short,--
